"","x"
"14254",-94
"14255",2283
"14256",660
"14257",78
"14258",2674
"14259",1859
"14260",0
"14261",3258
"14262",176
"14263",781
"14264",682
"14265",-104
"14266",201
"14267",343
"14268",2575
"14269",279
"14270",225
"14271",10
"14272",-341
"14273",-517
"14274",900
"14275",689
"14276",800
"14277",179
"14278",36
"14279",64
"14280",248
"14281",226
"14282",481
"14283",-160
"14284",0
"14285",992
"14286",706
"14287",1130
"14288",0
"14289",450
"14290",1749
"14291",393
"14292",-336
"14293",142
"14294",1266
"14295",0
"14296",876
"14297",-559
"14298",2436
"14299",581
"14300",-230
"14301",6
"14302",1821
"14303",30
"14304",2262
"14305",476
"14306",635
"14307",-391
"14308",184
"14309",287
"14310",0
"14311",7
"14312",34
"14313",-416
"14314",2273
"14315",62
"14316",101
"14317",390
"14318",8300
"14319",0
"14320",0
"14321",210
"14322",922
"14323",1916
"14324",-238
"14325",75
"14326",344
"14327",1140
"14328",91
"14329",67
"14330",308
"14331",-230
"14332",0
"14333",2291
"14334",1344
"14335",327
"14336",313
"14337",1416
"14338",21
"14339",47
"14340",272
"14341",733
"14342",1622
"14343",1987
"14344",-169
"14345",223
"14346",577
"14347",396
"14348",596
"14349",2919
"14350",0
"14351",-331
"14352",1580
"14353",-24
"14354",976
"14355",171
"14356",240
"14357",41
"14358",2353
"14359",0
"14360",104
"14361",-291
"14362",280
"14363",-14
"14364",3113
"14365",146
"14366",-123
"14367",784
"14368",-369
"14369",1491
"14370",45
"14371",783
"14372",0
"14373",-76
"14374",417
"14375",855
"14376",6739
"14377",248
"14378",2
"14379",85
"14380",1539
"14381",327
"14382",0
"14383",627
"14384",0
"14385",156
"14386",3016
"14387",145
"14388",808
"14389",144
"14390",831
"14391",0
"14392",261
"14393",639
"14394",107
"14395",85
"14396",0
"14397",408
"14398",-102
"14399",189
"14400",280
"14401",50
"14402",0
"14403",0
"14404",0
"14405",-191
"14406",1276
"14407",86
"14408",0
"14409",-1
"14410",31
"14411",0
"14412",332
"14413",279
"14414",-441
"14415",1780
"14416",24
"14417",0
"14418",778
"14419",522
"14420",308
"14421",1068
"14422",1328
"14423",-110
"14424",163
"14425",1196
"14426",0
"14427",2231
"14428",0
"14429",118
"14430",34
"14431",908
"14432",0
"14433",160
"14434",0
"14435",-2282
"14436",533
"14437",97
"14438",0
"14439",0
"14440",351
"14441",764
"14442",541
"14443",2406
"14444",615
"14445",350
"14446",0
"14447",409
"14448",-76
"14449",-162
"14450",-287
"14451",242
"14452",305
"14453",1875
"14454",204
"14455",0
"14456",153
"14457",1173
"14458",1987
"14459",418
"14460",2
"14461",742
"14462",-305
"14463",0
"14464",0
"14465",7522
"14466",4324
"14467",-90
"14468",-249
"14469",-406
"14470",1580
"14471",498
"14472",142
"14473",3659
"14474",51
"14475",0
"14476",0
"14477",0
"14478",223
"14479",23
"14480",-621
"14481",211
"14482",184
"14483",-128
"14484",204
"14485",0
"14486",263
"14487",274
"14488",1114
"14489",40
"14490",-194
"14491",0
"14492",0
"14493",79
"14494",241
"14495",428
"14496",-295
"14497",1
"14498",638
"14499",-870
"14500",284
"14501",2312
"14502",58
"14503",819
"14504",530
"14505",1537
"14506",339
"14507",0
"14508",0
"14509",514
"14510",-349
"14511",1
"14512",25
"14513",0
"14514",1631
"14515",928
"14516",-353
"14517",37
"14518",137
"14519",324
"14520",296
"14521",13
"14522",382
"14523",0
"14524",758
"14525",0
"14526",370
"14527",926
"14528",79
"14529",0
"14530",-145
"14531",30
"14532",1121
"14533",1076
"14534",254
"14535",1930
"14536",0
"14537",437
"14538",0
"14539",286
"14540",0
"14541",1005
"14542",-84
"14543",-36
"14544",860
"14545",7752
"14546",3508
"14547",425
"14548",390
"14549",223
"14550",402
"14551",0
"14552",76
"14553",557
"14554",-731
"14555",100
"14556",-90
"14557",24
"14558",468
"14559",0
"14560",4
"14561",0
"14562",155
"14563",333
"14564",392
"14565",105
"14566",0
"14567",0
"14568",0
"14569",164
"14570",3864
"14571",5
"14572",1094
"14573",269
"14574",1321
"14575",843
"14576",27
"14577",509
"14578",1091
"14579",0
"14580",0
"14581",311
"14582",59
"14583",-100
"14584",10
"14585",109
"14586",2
"14587",752
"14588",146
"14589",20
"14590",0
"14591",291
"14592",2686
"14593",582
"14594",-178
"14595",-1386
"14596",348
"14597",-57
"14598",458
"14599",465
"14600",1228
"14601",4143
"14602",1590
"14603",162
"14604",1278
"14605",0
"14606",38
"14607",0
"14608",0
"14609",854
"14610",1275
"14611",-988
"14612",0
"14613",683
"14614",1149
"14615",299
"14616",1838
"14617",29
"14618",0
"14619",-112
"14620",-109
"14621",0
"14622",-352
"14623",182
"14624",1
"14625",729
"14626",0
"14627",0
"14628",217
"14629",1238
"14630",160
"14631",185
"14632",512
"14633",1
"14634",10438
"14635",0
"14636",0
"14637",4353
"14638",8224
"14639",-207
"14640",217
"14641",1928
"14642",59
"14643",-34
"14644",65
"14645",153
"14646",597
"14647",0
"14648",174
"14649",222
"14650",-799
"14651",1020
"14652",122
"14653",287
"14654",71
"14655",24
"14656",454
"14657",-231
"14658",0
"14659",1
"14660",300
"14661",226
"14662",534
"14663",112
"14664",1154
"14665",0
"14666",31
"14667",0
"14668",1775
"14669",313
"14670",-268
"14671",0
"14672",463
"14673",4389
"14674",142
"14675",1103
"14676",-37
"14677",4654
"14678",84
"14679",3064
"14680",0
"14681",4104
"14682",0
"14683",0
"14684",0
"14685",5009
"14686",664
"14687",-1
"14688",0
"14689",17
"14690",3
"14691",7051
"14692",4459
"14693",0
"14694",303
"14695",345
"14696",8
"14697",4025
"14698",340
"14699",0
"14700",1388
"14701",317
"14702",0
"14703",13
"14704",4177
"14705",297
"14706",219
"14707",0
"14708",1425
"14709",185
"14710",126
"14711",2622
"14712",0
"14713",348
"14714",0
"14715",3420
"14716",11
"14717",1786
"14718",2629
"14719",-183
"14720",1531
"14721",19
"14722",0
"14723",20
"14724",0
"14725",-563
"14726",729
"14727",5
"14728",635
"14729",0
"14730",0
"14731",285
"14732",884
"14733",4048
"14734",406
"14735",278
"14736",898
"14737",-325
"14738",497
"14739",667
"14740",0
"14741",765
"14742",764
"14743",107
"14744",139
"14745",885
"14746",6014
"14747",463
"14748",83
"14749",82
"14750",326
"14751",6258
"14752",480
"14753",321
"14754",377
"14755",459
"14756",0
"14757",0
"14758",345
"14759",1063
"14760",210
"14761",0
"14762",446
"14763",0
"14764",2818
"14765",300
"14766",0
"14767",0
"14768",-11
"14769",500
"14770",177
"14771",850
"14772",-37
"14773",2265
"14774",1293
"14775",346
"14776",-888
"14777",2
"14778",0
"14779",143
"14780",4
"14781",67
"14782",319
"14783",92
"14784",563
"14785",855
"14786",34
"14787",2761
"14788",1728
"14789",0
"14790",0
"14791",7699
"14792",8
"14793",-28
"14794",-230
"14795",1710
"14796",-353
"14797",35
"14798",694
"14799",422
"14800",1
"14801",208
"14802",64
"14803",496
"14804",0
"14805",-563
"14806",81
"14807",-273
"14808",431
"14809",327
"14810",11
"14811",686
"14812",8
"14813",0
"14814",-199
"14815",0
"14816",465
"14817",38279
"14818",151
"14819",0
"14820",130
"14821",354
"14822",-94
"14823",673
"14824",1605
"14825",299
"14826",2516
"14827",14
"14828",0
"14829",512
"14830",1265
"14831",105
"14832",-55
"14833",597
"14834",0
"14835",0
"14836",166
"14837",3998
"14838",318
"14839",340
"14840",0
"14841",1027
"14842",-393
"14843",0
"14844",93
"14845",29
"14846",-188
"14847",105
"14848",-768
"14849",324
"14850",6
"14851",100
"14852",2987
"14853",12939
"14854",256
"14855",975
"14856",-444
"14857",96
"14858",2707
"14859",17
"14860",-35
"14861",0
"14862",28
"14863",85
"14864",782
"14865",133
"14866",127
"14867",41
"14868",272
"14869",714
"14870",77
"14871",1315
"14872",0
"14873",23
"14874",651
"14875",319
"14876",50
"14877",374
"14878",74
"14879",646
"14880",-4
"14881",158
"14882",557
"14883",2870
"14884",975
"14885",219
"14886",1
"14887",0
"14888",119
"14889",602
"14890",451
"14891",1210
"14892",-213
"14893",1010
"14894",55
"14895",-31
"14896",907
"14897",574
"14898",2
"14899",25
"14900",268
"14901",4
"14902",1403
"14903",184
"14904",217
"14905",39
"14906",1905
"14907",1323
"14908",889
"14909",-36
"14910",381
"14911",249
"14912",0
"14913",387
"14914",1431
"14915",808
"14916",366
"14917",396
"14918",2629
"14919",1314
"14920",0
"14921",198
"14922",2540
"14923",0
"14924",258
"14925",329
"14926",0
"14927",1927
"14928",548
"14929",1165
"14930",4
"14931",1477
"14932",-1586
"14933",-839
"14934",394
"14935",1228
"14936",248
"14937",296
"14938",5705
"14939",3465
"14940",5
"14941",91
"14942",145
"14943",641
"14944",2249
"14945",3500
"14946",116
"14947",-480
"14948",381
"14949",0
"14950",634
"14951",106
"14952",4387
"14953",-138
"14954",73
"14955",-357
"14956",1305
"14957",80
"14958",61
"14959",119
"14960",123
"14961",61
"14962",36
"14963",0
"14964",12731
"14965",425
"14966",0
"14967",-1668
"14968",-455
"14969",-232
"14970",1206
"14971",1238
"14972",151
"14973",195
"14974",220
"14975",454
"14976",166
"14977",0
"14978",0
"14979",91
"14980",0
"14981",-1038
"14982",764
"14983",0
"14984",3919
"14985",680
"14986",-312
"14987",16
"14988",92
"14989",1672
"14990",522
"14991",49
"14992",120
"14993",127
"14994",14058
"14995",320
"14996",-26
"14997",167
"14998",0
"14999",4909
"15000",1880
"15001",1142
"15002",78
"15003",43
"15004",272
"15005",0
"15006",808
"15007",33
"15008",1832
"15009",0
"15010",964
"15011",0
"15012",0
"15013",543
"15014",0
"15015",29
"15016",10
"15017",556
"15018",-11
"15019",-179
"15020",-142
"15021",40
"15022",80
"15023",180
"15024",723
"15025",10
"15026",518
"15027",-633
"15028",958
"15029",7032
"15030",119
"15031",710
"15032",0
"15033",0
"15034",0
"15035",138
"15036",294
"15037",4146
"15038",563
"15039",79
"15040",-769
"15041",83
"15042",113
"15043",15
"15044",1279
"15045",0
"15046",0
"15047",1426
"15048",80
"15049",1286
"15050",3134
"15051",1405
"15052",1977
"15053",668
"15054",2017
"15055",138
"15056",168
"15057",4
"15058",187
"15059",1513
"15060",5639
"15061",-154
"15062",151
"15063",509
"15064",-260
"15065",0
"15066",255
"15067",3760
"15068",342
"15069",379
"15070",0
"15071",658
"15072",727
"15073",-44
"15074",3064
"15075",20
"15076",461
"15077",14611
"15078",833
"15079",333
"15080",797
"15081",65
"15082",453
"15083",443
"15084",0
"15085",840
"15086",-191
"15087",82
"15088",145
"15089",528
"15090",963
"15091",2336
"15092",6507
"15093",118
"15094",931
"15095",251
"15096",379
"15097",248
"15098",-154
"15099",1348
"15100",10
"15101",4943
"15102",553
"15103",212
"15104",1031
"15105",1813
"15106",782
"15107",129
"15108",587
"15109",-277
"15110",1564
"15111",133
"15112",1
"15113",50
"15114",0
"15115",21
"15116",2251
"15117",2951
"15118",-189
"15119",555
"15120",216
"15121",4
"15122",-797
"15123",348
"15124",291
"15125",406
"15126",3516
"15127",429
"15128",-99
"15129",282
"15130",3530
"15131",489
"15132",603
"15133",1803
"15134",25
"15135",171
"15136",-453
"15137",101
"15138",-61
"15139",138
"15140",9
"15141",-35
"15142",71
"15143",37
"15144",5
"15145",11
"15146",2894
"15147",12
"15148",17
"15149",49
"15150",1820
"15151",1396
"15152",28
"15153",255
"15154",825
"15155",363
"15156",416
"15157",1360
"15158",922
"15159",6108
"15160",336
"15161",-30
"15162",1081
"15163",0
"15164",1844
"15165",37
"15166",1784
"15167",142
"15168",453
"15169",231
"15170",84
"15171",0
"15172",70
"15173",1289
"15174",1
"15175",2538
"15176",1904
"15177",94
"15178",1
"15179",0
"15180",201
"15181",0
"15182",-1818
"15183",2456
"15184",388
"15185",2707
"15186",600
"15187",0
"15188",0
"15189",-67
"15190",1699
"15191",-138
"15192",254
"15193",178
"15194",355
"15195",1005
"15196",-120
"15197",820
"15198",2
"15199",51
"15200",388
"15201",-477
"15202",135
"15203",215
"15204",900
"15205",1298
"15206",10005
"15207",1337
"15208",1016
"15209",708
"15210",210
"15211",2904
"15212",19
"15213",3798
"15214",-508
"15215",2
"15216",484
"15217",392
"15218",5231
"15219",307
"15220",246
"15221",301
"15222",864
"15223",294
"15224",47
"15225",0
"15226",2977
"15227",2126
"15228",393
"15229",1314
"15230",118
"15231",1413
"15232",-365
"15233",364
"15234",101
"15235",0
"15236",269
"15237",-117
"15238",23
"15239",0
"15240",-222
"15241",8016
"15242",171
"15243",500
"15244",107
"15245",0
"15246",1692
"15247",0
"15248",871
"15249",-199
"15250",0
"15251",3220
"15252",1
"15253",24
"15254",2323
"15255",1059
"15256",0
"15257",449
"15258",-25
"15259",20
"15260",212
"15261",151
"15262",0
"15263",0
"15264",292
"15265",858
"15266",71
"15267",2549
"15268",1808
"15269",994
"15270",0
"15271",1535
"15272",0
"15273",641
"15274",40
"15275",39
"15276",-39
"15277",92
"15278",1670
"15279",5152
"15280",100
"15281",21
"15282",64
"15283",144
"15284",709
"15285",3
"15286",393
"15287",2998
"15288",467
"15289",-1164
"15290",2084
"15291",976
"15292",652
"15293",567
"15294",0
"15295",624
"15296",598
"15297",98
"15298",0
"15299",1050
"15300",111
"15301",-191
"15302",428
"15303",280
"15304",1602
"15305",474
"15306",2102
"15307",0
"15308",238
"15309",202
"15310",2374
"15311",69
"15312",502
"15313",459
"15314",-94
"15315",397
"15316",-1
"15317",726
"15318",1275
"15319",454
"15320",891
"15321",3269
"15322",179
"15323",-102
"15324",1378
"15325",192
"15326",106
"15327",1291
"15328",174
"15329",552
"15330",383
"15331",593
"15332",117
"15333",2378
"15334",427
"15335",-185
"15336",-124
"15337",1584
"15338",1239
"15339",-139
"15340",0
"15341",704
"15342",26
"15343",4963
"15344",661
"15345",513
"15346",557
"15347",-308
"15348",18
"15349",-643
"15350",373
"15351",351
"15352",49
"15353",-367
"15354",114
"15355",-2
"15356",-384
"15357",3142
"15358",-388
"15359",-366
"15360",519
"15361",28
"15362",122
"15363",10189
"15364",1
"15365",3286
"15366",501
"15367",89
"15368",23
"15369",0
"15370",1244
"15371",3981
"15372",317
"15373",1498
"15374",183
"15375",145
"15376",-133
"15377",192
"15378",635
"15379",505
"15380",1164
"15381",33
"15382",-234
"15383",303
"15384",-158
"15385",283
"15386",-994
"15387",5
"15388",239
"15389",95
"15390",102
"15391",17
"15392",1623
"15393",138
"15394",5
"15395",-429
"15396",64
"15397",1173
"15398",81
"15399",631
"15400",4149
"15401",4145
"15402",-27
"15403",2133
"15404",0
"15405",2392
"15406",-203
"15407",1583
"15408",738
"15409",-85
"15410",2343
"15411",181
"15412",241
"15413",-17
"15414",622
"15415",107
"15416",10
"15417",53
"15418",-205
"15419",0
"15420",-280
"15421",5442
"15422",24
"15423",1720
"15424",24
"15425",16
"15426",22
"15427",700
"15428",19
"15429",2668
"15430",530
"15431",9228
"15432",0
"15433",161
"15434",169
"15435",188
"15436",256
"15437",236
"15438",263
"15439",-251
"15440",1975
"15441",-714
"15442",137
"15443",1195
"15444",24
"15445",99
"15446",2249
"15447",273
"15448",225
"15449",949
"15450",458
"15451",246
"15452",104
"15453",738
"15454",35
"15455",53
"15456",-454
"15457",1218
"15458",-58
"15459",-61
"15460",201
"15461",1637
"15462",0
"15463",1188
"15464",4824
"15465",1393
"15466",242
"15467",-27
"15468",378
"15469",153
"15470",370
"15471",0
"15472",145
"15473",1718
"15474",934
"15475",62
"15476",171
"15477",0
"15478",941
"15479",-421
"15480",625
"15481",392
"15482",0
"15483",379
"15484",-407
"15485",-767
"15486",-50
"15487",18
"15488",334
"15489",51
"15490",-51
"15491",24
"15492",341
"15493",851
"15494",2580
"15495",0
"15496",2858
"15497",0
"15498",1
"15499",480
"15500",237
"15501",272
"15502",114
"15503",0
"15504",-193
"15505",1025
"15506",39
"15507",212
"15508",1927
"15509",2364
"15510",-243
"15511",173
"15512",21963
"15513",-46
"15514",3754
"15515",1706
"15516",0
"15517",338
"15518",788
"15519",2617
"15520",0
"15521",2341
"15522",305
"15523",0
"15524",45
"15525",205
"15526",584
"15527",145
"15528",473
"15529",137
"15530",325
"15531",-193
"15532",1490
"15533",430
"15534",1736
"15535",582
"15536",150
"15537",210
"15538",2047
"15539",6324
"15540",319
"15541",382
"15542",99
"15543",1698
"15544",-163
"15545",0
"15546",0
"15547",1057
"15548",1238
"15549",255
"15550",-443
"15551",1752
"15552",6
"15553",161
"15554",0
"15555",94
"15556",-86
"15557",-403
"15558",1295
"15559",4842
"15560",1893
"15561",1221
"15562",1152
"15563",375
"15564",345
"15565",49
"15566",4464
"15567",15
"15568",1078
"15569",64
"15570",0
"15571",242
"15572",290
"15573",3
"15574",0
"15575",586
"15576",592
"15577",98
"15578",681
"15579",2551
"15580",-187
"15581",648
"15582",-14
"15583",-67
"15584",21
"15585",-360
"15586",2278
"15587",252
"15588",1824
"15589",1951
"15590",182
"15591",2790
"15592",624
"15593",1482
"15594",-45
"15595",895
"15596",1229
"15597",612
"15598",2311
"15599",503
"15600",600
"15601",0
"15602",324
"15603",0
"15604",0
"15605",289
"15606",27
"15607",2357
"15608",1806
"15609",159
"15610",739
"15611",1048
"15612",-229
"15613",-64
"15614",-158
"15615",156
"15616",0
"15617",647
"15618",774
"15619",399
"15620",2469
"15621",3071
"15622",1582
"15623",-65
"15624",-90
"15625",5691
"15626",862
"15627",5
"15628",13
"15629",401
"15630",-230
"15631",79
"15632",-1884
"15633",230
"15634",525
"15635",-12
"15636",658
"15637",167
"15638",3357
"15639",103
"15640",1372
"15641",-114
"15642",78
"15643",826
"15644",14
"15645",0
"15646",250
"15647",-360
"15648",0
"15649",1034
"15650",244
"15651",0
"15652",0
"15653",1590
"15654",753
"15655",189
"15656",-558
"15657",15
"15658",181
"15659",47
"15660",158
"15661",0
"15662",-412
"15663",0
"15664",577
"15665",380
"15666",120
"15667",0
"15668",0
"15669",2979
"15670",2770
"15671",0
"15672",2470
"15673",692
"15674",619
"15675",0
"15676",64
"15677",0
"15678",130
"15679",417
"15680",0
"15681",-145
"15682",-86
"15683",-6847
"15684",375
"15685",5731
"15686",-34
"15687",-537
"15688",71
"15689",831
"15690",2422
"15691",-20
"15692",202
"15693",1981
"15694",0
"15695",334
"15696",279
"15697",107
"15698",0
"15699",-267
"15700",-65
"15701",471
"15702",865
"15703",49
"15704",228
"15705",-70
"15706",1005
"15707",75
"15708",351
"15709",64
"15710",2
"15711",316
"15712",0
"15713",1893
"15714",1423
"15715",1455
"15716",44
"15717",-289
"15718",503
"15719",29
"15720",2455
"15721",0
"15722",2157
"15723",859
"15724",5
"15725",1100
"15726",2154
"15727",2196
"15728",414
"15729",622
"15730",-796
"15731",2783
"15732",210
"15733",1185
"15734",95
"15735",1123
"15736",-498
"15737",9004
"15738",3215
"15739",217
"15740",776
"15741",-124
"15742",131
"15743",1486
"15744",70
"15745",161
"15746",327
"15747",436
"15748",1625
"15749",970
"15750",119
"15751",222
"15752",187
"15753",609
"15754",1858
"15755",177
"15756",486
"15757",237
"15758",695
"15759",4
"15760",28
"15761",0
"15762",2704
"15763",799
"15764",0
"15765",0
"15766",19
"15767",188
"15768",0
"15769",-353
"15770",1890
"15771",5865
"15772",382
"15773",2591
"15774",34
"15775",2123
"15776",340
"15777",-19
"15778",-1006
"15779",4
"15780",-60
"15781",81
"15782",-596
"15783",0
"15784",685
"15785",687
"15786",0
"15787",0
"15788",171
"15789",-397
"15790",230
"15791",799
"15792",105
"15793",-49
"15794",966
"15795",10
"15796",-41
"15797",-888
"15798",-453
"15799",73
"15800",-910
"15801",0
"15802",3
"15803",475
"15804",3
"15805",3795
"15806",0
"15807",1037
"15808",1598
"15809",579
"15810",672
"15811",0
"15812",1035
"15813",2690
"15814",-398
"15815",55
"15816",201
"15817",272
"15818",127
"15819",409
"15820",9
"15821",1301
"15822",1889
"15823",2105
"15824",664
"15825",6567
"15826",-609
"15827",0
"15828",187
"15829",74
"15830",0
"15831",273
"15832",828
"15833",57
"15834",-14
"15835",96
"15836",-213
"15837",0
"15838",405
"15839",223
"15840",1109
"15841",1484
"15842",62
